organisation_code,name,address1,address2,address3,city,county,postcode,opendate,closedate,telephone,practice_type
S62967,"DR MURPHY,PARTNERS",WISHAW HEALTH CENTRE,KENILWORTH AVENUE,,WISHAW,LANARKSHIRE,ML2 7BQ,19810101,,01698 372888,4
S62986,"DR CP MACFARLANE,PARTNERS",SHOTTS HEALTH CENTRE,36 STATION ROAD,,SHOTTS,LANARKSHIRE,ML7 4DS,19940401,,01501 822099,4
S62991,ROSEHALL SURGERY,269 STATION ROAD,DYKEHEAD,,SHOTTS,LANARKSHIRE,ML7 4AR,20000101,,01501 824990,4
S63033,CALDERSIDE MEDICAL PRACTICE,BLANTYRE HEALTH CENTRE,64 VICTORIA STREET,BLANTYRE,GLASGOW,LANARKSHIRE,G72 0BS,19750101,,01698 828868,4
S63052,"DR MV CHURCH,PARTNERS",BLANTYRE HEALTH CENTRE,VICTORIA STREET,BLANTYRE,GLASGOW,LANARKSHIRE,G72 0BS,19931001,,01698 826331,4
S63118,BOTHWELL MEDICAL CENTRE,3 UDDINGSTON ROAD,BOTHWELL,,GLASGOW,LANARKSHIRE,G71 8ET,19800101,,01698 852299,4
S63231,MAVOR MEDICAL PRACTICE,HUNTER HEALTH CENTRE,ANDREW STREET,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G74 1AD,19880201,,01355 573790,4
S63245,"DR CJ MACKINTOSH,PARTNERS",HUNTER HEALTH CENTRE,ANDREW STREET,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G74 1AD,19870301,,01355 575630,4
S63250,BLUE SUITE MEDICAL PRACTICE,HUNTER HEALTH CENTRE,ANDREW STREET,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G74 1AD,19750801,,01355 271080,4
S63264,HUNTERGREEN MEDICAL PRACTICE,HUNTER HEALTH CENTRE,ANDREW STREET,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G74 1AD,19700801,,01355 578030,4
S63279,"DR I A HATHORN,PARTNERS",GREENHILLS HEALTH CENTRE,20 GREENHILLS SQUARE,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G75 8TT,19870801,,01355 236331,4
S63283,DRS SIMMONS/COOPER,HUNTER HEALTH CENTRE,ANDREW STREET,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G74 1AD,19750601,,01355 906644,4
S63298,CALDERGLEN MEDICAL PRACTICE,HUNTER HEALTH CENTRE,ANDREW STREET,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G74 1AD,19830801,,01355 572770,4
S63301,"DR T M BONNES,PARTNERS",THE MURRAY SURGERY,50 THE MURRAY ROAD,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G75 0RT,19821201,,01355 225374,4
S63315,STRATHMORE SURGERY,ALISON LEA MEDICAL CENTRE,"POLLOCK LANE,CALDERWOOD",EAST KILBRIDE,GLASGOW,LANARKSHIRE,G74 3HW,19931201,,01355 578065,4
S63320,DR H MCNEIL,ALISON LEA MEDICAL CENTRE,"POLLOCK LANE,CALDERWOOD",EAST KILBRIDE,GLASGOW,LANARKSHIRE,G74 3HW,19931201,,01355 261666,4
S63334,AUCHINRAITH MEDICAL PRACTICE,BLANTYRE HEALTH CENTRE,64 VICTORIA STREET,BLANTYRE,GLASGOW,LANARKSHIRE,G72 0BS,19990801,,01698 823260,4
S63419,BURNBANK MEDICAL CENTRE,18 BURNBANK CENTRE,,,HAMILTON,LANARKSHIRE,ML3 0NQ,19861027,,01698 286555,4
S63423,"DR M M HERBERT,PARTNERS",PORTLAND PARK MEDICAL CENTRE,51 PORTLAND PARK,,HAMILTON,LANARKSHIRE,ML3 7JY,19800401,,01698 284353,4
S63438,WELLHALL MEDICAL CENTRE,4 HILLHOUSE ROAD,,,HAMILTON,LANARKSHIRE,ML3 9TZ,19751201,,01698 285818,4
S63442,OAK LODGE,32 MILLER STREET,,,HAMILTON,LANARKSHIRE,ML3 7EN,19790401,,01698 282350,4
S63457,"DR WM YOUNG,PARTNERS",1 DOUGLAS STREET,,,HAMILTON,LANARKSHIRE,ML3 0DR,19840801,,01698 286262,4
S63461,"DR K G IRVINE,PARTNERS",53 BURNBANK ROAD,,,HAMILTON,LANARKSHIRE,ML3 9AQ,19720401,,01698 281407,4
S63476,"DR SL RUSSELL,PARTNERS",CADZOW HEALTH CENTRE,187 LOW WATERS ROAD,,HAMILTON,LANARKSHIRE,ML3 7QQ,19810119,,01698 327028,4
S63481,"DR JM SIMPSON,PARTNERS",LOW WATERS MEDICAL CENTRE,11 MILL ROAD,,HAMILTON,LANARKSHIRE,ML3 8AA,19711101,,01698 283626,4
S63495,HAMILTON HOMELESS PROJECT,BLANTYRE HEALTH CENTRE,64 VICTORIA STREET,BLANTYRE,GLASGOW,LANARKSHIRE,G72 0BS,20020510,,01698 723253,0
S63508,"DR MEGGS,PARTNERS",ALISON LEA MEDICAL CENTRE,CALDERWOOD,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G74 3HW,20030406,,01355 578009,4
S63512,DR N BALKRISHNA,4-6 GALLOWHILL,,,LARKHALL,LANARKSHIRE,ML9 1EX,19900401,,01698 884082,4
S63527,THE SURGERY,75 UNION STREET,,,LARKHALL,LANARKSHIRE,ML9 1DZ,19710701,,01698 882105,4
S63531,DR PT DEEHAN,ALISON LEA MEDICAL CENTRE,CALDERWOOD,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G74 3HW,20030406,,01355 227220,4
S63546,MACINNES MEDICAL CENTRE,60/64 HIGH STREET,NEWARTHILL,,MOTHERWELL,LANARKSHIRE,ML1 5JU,20050411,,01698 860246,4
S63616,THE AVON MEDICAL CENTRE,1 ACADEMY STREET,,,LARKHALL,LANARKSHIRE,ML9 2BJ,19810801,,0844 4770931,4
S63724,STRATHAVEN MEDICAL PRACTICE,STRATHAVEN HEALTH CENTRE,THE WARD,,STRATHAVEN,LANARKSHIRE,ML10 6AS,19910429,,01357 522993,4
S63739,AVONDALE MEDICAL PRACTICE,STRATHAVEN MEDICAL CENTRE,THE WARD,,STRATHAVEN,LANARKSHIRE,ML10 6AS,19910429,,01357 529595,4
S63813,LINCLUDEN SURGERY,53 BELLSHILL ROAD,UDDINGSTON,,GLASGOW,LANARKSHIRE,G71 7PA,19820901,,01698 813873,4
S63828,OLD MILL SURGERY,VIEWPARK HEALTH CENTRE,119 BURNHEAD STREET,"VIEWPARK,UDDINGSTON",GLASGOW,LANARKSHIRE,G71 5SU,19800201,,01698 815111,4
S63832,VIEWPARK HEALTH CENTRE,119 BURNHEAD STREET,VIEWPARK,UDDINGSTON,GLASGOW,LANARKSHIRE,G71 5RR,19880402,,01698 813753,4
S63902,CALDER VALLEY SURGERY,WISHAW HEALTH CENTRE,KENILWORTH AVENUE,,WISHAW,LANARKSHIRE,ML2 7BQ,20120401,,01698 356420,4
S63917,MEDWYN MEDICAL PRACTICE,THE HEALTH CENTRE,7 BIGGAR ROAD,CARNWATH,LANARK,LANARKSHIRE,ML11 8HJ,20140122,,01555 840214,4
S64002,LANARK PRIMARY CARE OOH CENTRE,LANARK HEALTH CENTRE,WOODSTOCK MEDICAL CAMPUS,WOODSTOCK ROAD,LANARK,LANARKSHIRE,ML11 7DH,20041001,,01555 667188,2
S64017,CUMBERNAULD PRIMARY CARE OOH CENTRE,CENTRAL HEALTH CENTRE,NORTH CARBRAIN ROAD,CUMBERNAULD,GLASGOW,LANARKSHIRE,G67 1BJ,20041001,,01236 458 97,2
S64021,WISHAW PRIMARY CARE OOH CENTRE,WISHAW GENERAL HOSPITAL,50 NETHERTON STREET,,WISHAW,LANARKSHIRE,ML2 0DP,20041001,,01698 366428,2
S64036,HAIRMYRES PRIMARY CARE OOH CENTRE,HAIRMYRES HOSPITAL,EAGLESHAM ROAD,EAST KILBRIDE,GLASGOW,LANARKSHIRE,G75 8RG,20041001,,01355 584 74,2
S64041,MONKLANDS PRIMARY CARE OOH CENTRE,MONKLANDS HOSPITAL,MONKSCOURT AVENUE,,AIRDRIE,LANARKSHIRE,ML6 0JS,20041001,,01236 713352,2
S65804,PHARMORE PLUS,40-42 GRAHAM STREET,,,AIRDRIE,LANARKSHIRE,ML6 6BU,20081009,,01236 762094,2
S65908,DTTO CLINIC,REGENT HOUSE,9 HIGH PATRICK STREET,,HAMILTON,LANARKSHIRE,ML3 7ES,20061106,,01698 452 80,0
S65912,SAME DAY CLINIC,MOTHERWELL HEALTH CENTRE,138-144 WINDMILL STREET,,MOTHERWELL,LANARKSHIRE,ML1 1TB,20040401,,01698 242610,0
S65931,LANARKSHIRE CENTRAL CLINIC,BLANTYRE HEALTH CENTRE,VICTORIA STREET,BLANTYRE,GLASGOW,LANARKSHIRE,G72 0BS,20001101,,,0
S70003,FERRY ROAD SURGERY,651 FERRY ROAD,,,EDINBURGH,MIDLOTHIAN,EH4 2TX,19780717,20070701,0131 332 613,4
S70018,DR DONALD JM ALLAN,31 EYRE CRESCENT,,,EDINBURGH,MIDLOTHIAN,EH3 5EU,19740801,20070831,0131 556 884,4
S70022,BANGHOLM MEDICAL CENTRE (WHITE PRACTICE),BANGHOLM LOAN,,,EDINBURGH,MIDLOTHIAN,EH5 3AH,19850325,,0131 552 636,4
S70037,"DRS AYLES,RIGG,MCCULLOCH",HERMITAGE MEDICAL PRACTICES,5-6 HERMITAGE TERRACE,,EDINBURGH,MIDLOTHIAN,EH10 4RP,19870601,,0131 447 627,4
S70041,SMOKING CESSATION CLINIC,LEITH COMMUNITY TREATMENT CENTRE,12 JUNCTION PLACE,,EDINBURGH,MIDLOTHIAN,EH6 5JA,20041004,,,0
S70061,REDFORD BARRACKS MEDICAL CENTRE,EDINBURGH MEDICAL CENTRE,COLINTON ROAD,,EDINBURGH,MIDLOTHIAN,EH13 0PP,20110520,,0131 310 547,0
S70075,BRAIDS MEDICAL PRACTICE,6 CAMUS AVENUE,,,EDINBURGH,MIDLOTHIAN,EH10 6QT,19820803,,0131 445 599,4
S70094,THE GREEN PRACTICE,STOCKBRIDGE HEALTH CENTRE,1 INDIA PLACE,,EDINBURGH,MIDLOTHIAN,EH3 6EH,19800401,,0131 260 922,4
S70107,LEVEN MEDICAL PRACTICE,TOLLCROSS HEALTH CENTRE,PONTON STREET,,EDINBURGH,MIDLOTHIAN,EH3 9QQ,19820901,,0131 536 970,4
S70111,"PARKGROVE,EAST CRAIGS MEDICAL CENTRE",10 BUGHTLIN MARKET,EAST CRAIGS,,EDINBURGH,MIDLOTHIAN,EH12 8XP,19850301,,0131 339 667,4
S70126,SOUTHFIELD MEDICAL PRACTICE,132 MOUNTCASTLE DRIVE SOUTH,,,EDINBURGH,MIDLOTHIAN,EH15 3LL,19900401,,0131 549 734,4
S70131,COLINTON SURGERY,296B COLINTON ROAD,,,EDINBURGH,MIDLOTHIAN,EH13 0LB,19760901,,0131 441 455,4
S70164,FERNIEHILL SURGERY,8 FERNIEHILL ROAD,,,EDINBURGH,MIDLOTHIAN,EH17 7AB,19750801,,0131 664 216,4
S70179,LEITH WALK SURGERY,60 LEITH WALK,,,EDINBURGH,MIDLOTHIAN,EH6 5HB,19861201,,0131 554 647,4
S70198,NIDDRIE MEDICAL PRACTICE,CRAIGMILLAR MEDICAL CENTRE,106 NIDDRIE MAINS ROAD,,EDINBURGH,MIDLOTHIAN,EH16 4DT,20140101,,0131 536 959,4
S70215,CRAIGMILLAR MEDICAL GROUP,CRAIGMILLAR MEDICAL CENTRE,106 NIDDRIE MAINS ROAD,,EDINBURGH,MIDLOTHIAN,EH16 4DT,19820802,,0131 536 950,4
S70220,LADYWELL MEDICAL CENTRE (WEST),LADYWELL ROAD,,,EDINBURGH,MIDLOTHIAN,EH12 7TB,19760401,,0131 334 360,4
S70234,THE LONG HOUSE SURGERY,THE LONG HOUSE,73 EAST TRINITY ROAD,,EDINBURGH,MIDLOTHIAN,EH5 3EL,19760801,,0131 552 491,4
S70253,WHINPARK MEDICAL PRACTICE,WHIN PARK MEDICAL CENTRE,6 SAUGHTON ROAD,,EDINBURGH,MIDLOTHIAN,EH11 3RA,19801001,,0131 455 799,4
S70268,BRUNTON PLACE SURGERY,9 BRUNTON PLACE,,,EDINBURGH,MIDLOTHIAN,EH7 5EG,19821101,,0131 557 554,4
S70272,"DR ANNE G STEVENSON,PARTNERS",BANGHOLM MEDICAL CENTRE,BANGHOLM LOAN,,EDINBURGH,MIDLOTHIAN,EH5 3AH,19850401,,0131 552 767,4
S70287,HERMITAGE MEDICAL PRACTICE,5-6 HERMITAGE TERRACE,,,EDINBURGH,MIDLOTHIAN,EH10 4RP,19751201,20060406,0131 447 627,4
S70291,INCHPARK SURGERY,10 MARMION CRESCENT,,,EDINBURGH,MIDLOTHIAN,EH16 5QU,19760801,,0131 666 212,4
S70319,WEST END MEDICAL PRACTICE,36 MANOR PLACE,,,EDINBURGH,MIDLOTHIAN,EH3 7EB,19761001,,0131 225 522,4
S70323,BRUNTSFIELD MEDICAL PRACTICE,11 FORBES ROAD,,,EDINBURGH,MIDLOTHIAN,EH10 4EY,19760101,,0131 228 608,4
S70338,LUCS RHSC,9 SCIENNES ROAD,,,EDINBURGH,MIDLOTHIAN,EH9 1LF,20101006,,0131 537 915,2
S70342,DR PETER JP HOLLAND,31 EYRE CRESCENT,,,EDINBURGH,MIDLOTHIAN,EH3 5EU,19790701,20090331,0131 556 884,4
S70357,INVERLEITH MEDICAL PRACTICE,43 INVERLEITH ROW,,,EDINBURGH,MIDLOTHIAN,EH3 5PY,19900401,,0131 552 336,4
S70361,LADYWELL MEDICAL CENTRE (EAST),26 FEATHERHALL AVENUE,,,EDINBURGH,MIDLOTHIAN,EH12 7UN,19770101,,0131 334 500,4
S70376,LIBERTON MEDICAL GROUP,65 LIBERTON GARDENS,,,EDINBURGH,MIDLOTHIAN,EH16 6JT,19840409,,0131 664 305,4
S70381,MACKENZIE MEDICAL CENTRE,20 WEST RICHMOND STREET,,,EDINBURGH,MIDLOTHIAN,EH8 9DX,19750801,,0131 667 295,4
S70408,"DR WILSON,PARTNERS",STOCKBRIDGE HEALTH CENTRE,1 INDIA PLACE,,EDINBURGH,MIDLOTHIAN,EH3 6EH,19791001,,0131 225 919,4
S70412,GRANGE MEDICAL GROUP,1 BEAUFORT ROAD,,,EDINBURGH,MIDLOTHIAN,EH9 1AG,19800201,,0131 447 164,4
S70427,MILTON SURGERY,132 MOUNTCASTLE DRIVE SOUTH,,,EDINBURGH,MIDLOTHIAN,EH15 3LL,19721101,,0131 549 730,4
S70451,MEADOWS MEDICAL PRACTICE,9 BROUGHAM PLACE,,,EDINBURGH,MIDLOTHIAN,EH3 9HW,19830801,,0131 229 770,4
S70470,DALKEITH ROAD MEDICAL PRACTICE,145 DALKEITH ROAD,,,EDINBURGH,MIDLOTHIAN,EH16 5HQ,19860602,,0131 667 128,4
S70499,"DR GRAY,PARTNERS",BELLEVUE MEDICAL CENTRE,26 HUNTINGDON PLACE,,EDINBURGH,MIDLOTHIAN,EH7 4AT,19900401,,0131 556 819,4
S70501,MURRAYFIELD MEDICAL PRACTICE,13B RIVERSDALE CRESCENT,,,EDINBURGH,MIDLOTHIAN,EH12 5QX,19800901,,0131 337 615,4
S70516,GRACEMOUNT MEDICAL PRACTICE,24 GRACEMOUNT DRIVE,,,EDINBURGH,MIDLOTHIAN,EH16 6RN,19890201,,0131 664 237,4
S70521,"DR MARTIN TOLLEY,PARTNERS",BELLEVUE MEDICAL CENTRE,26 HUNTINGDON PLACE,,EDINBURGH,MIDLOTHIAN,EH7 4AT,19890301,,0131 556 264,4
S70535,BLACKHALL MEDICAL CENTRE,51 HILLHOUSE ROAD,,,EDINBURGH,MIDLOTHIAN,EH4 3TH,19840401,,0131 332 769,4
S70569,RESTALRIG PARK MEDICAL CENTRE,40 ALEMOOR CRESCENT,,,EDINBURGH,MIDLOTHIAN,EH7 6UJ,19820801,,0131 454 211,0
S70573,CREWE MEDICAL CENTRE,135 BOSWALL PARKWAY,,,EDINBURGH,MIDLOTHIAN,EH5 2LY,19810901,,0131 552 554,4
S70588,THE SOUTHERN MEDICAL GROUP,322 GILMERTON ROAD,,,EDINBURGH,MIDLOTHIAN,EH17 7PR,19850801,,0131 664 214,4
S70592,UNIVERSITY HEALTH SERVICE,6 BRISTO SQUARE,,,EDINBURGH,MIDLOTHIAN,EH8 9AL,19871001,,0131 650 277,4
S70605,DURHAM ROAD MEDICAL GROUP,25 DURHAM ROAD,,,EDINBURGH,MIDLOTHIAN,EH15 1NY,19691001,,0131 669 115,4
S70610,CRAIGLOCKHART MEDICAL GROUP,CRAIGLOCKHART SURGERY,161 COLINTON ROAD,,EDINBURGH,MIDLOTHIAN,EH14 1BE,19780801,,0131 455 849,4
S70639,"DR L TAYLOR,PARTNERS",CONAN DOYLE MEDICAL CENTRE,4 NETHER LIBERTON LANE,,EDINBURGH,MIDLOTHIAN,EH16 5TY,19840101,,0131 666 516,4
S70643,"DRS DONALDSON,MORRIS,LARKIN",HERMITAGE MEDICAL PRACTICE,5-6 HERMITAGE TERRACE,,EDINBURGH,MIDLOTHIAN,EH10 4RP,19880101,,0131 447 627,4
S70658,THE BARONSCOURT MEDICAL PARTNERSHIP,89 NORTHFIELD BROADWAY,,,EDINBURGH,MIDLOTHIAN,EH8 7RX,19821001,,0131 657 544,4
S70662,MUIRHOUSE MEDICAL GROUP,MUIRHOUSE MEDICAL CENTRE,1 MUIRHOUSE AVENUE,,EDINBURGH,MIDLOTHIAN,EH4 4PL,19800901,,0131 537 434,4
S70677,"DR J W PATERSON,PARTNERS",LINKS MEDICAL CENTRE,4 HERMITAGE PLACE,,EDINBURGH,MIDLOTHIAN,EH6 8BW,19790901,,0131 554 103,4
S70696,ROSE GARDEN MEDICAL CENTRE,4 MILL LANE,,,EDINBURGH,MIDLOTHIAN,EH6 6TL,19900401,20140331,0131 5541274,4
S70709,DAVIDSON'S MAINS MEDICAL CENTRE,5 QUALITY STREET,DAVIDSONS MAINS,,EDINBURGH,MIDLOTHIAN,EH4 5BP,19900401,,0131 336 229,4
S70732,BOROUGHLOCH MEDICAL PRACTICE,1 MEADOW PLACE,,,EDINBURGH,MIDLOTHIAN,EH9 1JZ,19900401,20140727,0131 2297529,4
S70747,SUMMERSIDE MEDICAL PRACTICE,SUMMERSIDE MEDICAL CENTRE,29B SUMMERSIDE PLACE,,EDINBURGH,MIDLOTHIAN,EH6 4NY,19720401,,0131 554 353,4
S70766,MARCHMONT MEDICAL PRACTICE,10 WARRENDER PARK TERRACE,,,EDINBURGH,MIDLOTHIAN,EH9 1JA,19890101,,0131 229 631,4
S70785,ST TRIDUANA'S MEDICAL PRACTICE,ST TRIDUANAS MEDICAL PRACTICE,54 MOIRA PARK,,EDINBURGH,MIDLOTHIAN,EH7 6RU,19800801,,0131 657 334,4
S70790,MORNINGSIDE MEDICAL PRACTICE,2 MORNINGSIDE PLACE,,,EDINBURGH,MIDLOTHIAN,EH10 5ER,19780101,,0131 452 840,4
S70841,ST LEONARD'S MEDICAL CENTRE,145 PLEASANCE,,,EDINBURGH,MIDLOTHIAN,EH8 9RU,19910101,,0131 668 454,4
S70860,NEWINGTON SURGERY,14 EAST PRESTON STREET,,,EDINBURGH,MIDLOTHIAN,EH8 9QA,19920624,20140430,0131 6624400,4
S70893,SOUTHSIDE SURGERY,17 BERNARD TERRACE,,,EDINBURGH,MIDLOTHIAN,EH8 9NU,19930501,,0131 667 224,4
S70906,"DRS SHARPE,PUTTA,BURNS PRACTICE",SIGHTHILL HEALTH CENTRE,CALDER ROAD,,EDINBURGH,MIDLOTHIAN,EH11 4AU,19940101,,0131 537 704,4
S70911,SIGHTHILL GREEN MEDICAL PRACTICE,SIGHTHILL HEALTH CENTRE,CALDER ROAD,,EDINBURGH,MIDLOTHIAN,EH11 4AU,19940101,,0131 537 706,4
S70925,RICCARTON GENERAL PRACTICE,HERIOT-WATT UNIVERSITY MEDICAL CTR,RICCARTON,,CURRIE,MIDLOTHIAN,EH14 4AS,19941001,,0131 451 301,4
S70930,THE PENTLANDS MEDICAL PRACTICE,PENTLAND MEDICAL CENTRE,44 PENTLAND VIEW,,CURRIE,MIDLOTHIAN,EH14 5QB,19941001,,0131 449 214,4
S70959,DR GUY JOHNSON AND DR HELGA RHEIN,SIGHTHILL HEALTH CENTRE,CALDER ROAD,,EDINBURGH,MIDLOTHIAN,EH11 4AU,19950101,,0131 537 703,4
S70963,EDINBURGH ACCESS PRACTICE,THE ACCESS POINT,17-25 LEITH STREET,,EDINBURGH,MIDLOTHIAN,EH1 3AT,19950301,,0131 240 281,0
S70978,WESTER HAILES MEDICAL PRACTICE,WESTER HAILES HEALTHY LIVING CENTRE,30 HARVESTERS WAY,,EDINBURGH,MIDLOTHIAN,EH14 3JF,19950401,,0131 453 925,0
S70982,THE VICTORIA PRACTICE,LEITH COMMUNITY TREATMENT CENTRE,12 JUNCTION PLACE,,EDINBURGH,MIDLOTHIAN,EH6 5JA,20140401,,0131 465 295,4
S70997,SLATEFORD MEDICAL PRACTICE,27 GORGIE PARK CLOSE,,,EDINBURGH,MIDLOTHIAN,EH14 1NQ,19950701,,0131 442 870,4
S71011,POLWARTH SURGERY,72 POLWARTH GARDENS,,,EDINBURGH,MIDLOTHIAN,EH11 1LL,19970401,,0131 229 591,4
S71025,MURRAYFIELD MEDICAL CENTRE,35 SAUGHTON CRESCENT,,,EDINBURGH,MIDLOTHIAN,EH12 5SS,19970401,,0131 337 216,4
S71059,THE GROUP PRACTICE - EYRE,31 EYRE CRESCENT,,,EDINBURGH,MIDLOTHIAN,EH3 5EU,19990401,20070831,0131 556 884,4
S71082,SPRINGWELL MEDICAL GROUP,SPRINGWELL MEDICAL CENTRE,39 ARDMILLAN TERRACE,,EDINBURGH,MIDLOTHIAN,EH11 2JL,19990701,,0844 477 871,4
S71097,THE FIRRHILL MEDICAL CENTRE,167 COLINTON MAINS DRIVE,,,EDINBURGH,MIDLOTHIAN,EH13 9AF,20020110,,0131 441 311,4
S71114,LEITH MOUNT SURGERY,2 LINDSAY STREET,,,EDINBURGH,MIDLOTHIAN,EH6 4EG,20020401,,0131 554 295,4
S71129,CRAMOND MEDICAL PRACTICE,2 CRAMOND GLEBE ROAD,,,EDINBURGH,MIDLOTHIAN,EH4 6NS,20020401,,0131 336 543,4
S71171,CHALLENGING BEHAVIOUR GENERAL PRACTICE,BOROUGHLOCH MEDICAL PRACTICE,1 MEADOW PLACE,,EDINBURGH,MIDLOTHIAN,EH9 1JZ,20040401,,0131 229 752,0
S71203,LUCS WGH,4TH FLOOR OUT PATIENT DEPARTMENT,WESTERN GENERAL HOSPITAL,CREWE ROAD SOUTH,EDINBURGH,MIDLOTHIAN,EH4 2XU,20041001,,,2
S71218,LUCS RIE,THE ROYAL INFIRMARY OF EDINBURGH,51 LITTLE FRANCE CRESCENT,,EDINBURGH,MIDLOTHIAN,EH16 4SA,20041001,,,2
S71222,GILMORE MEDICAL PRACTICE,TOLLCROSS HEALTH CENTRE,PONTON STREET,,EDINBURGH,MIDLOTHIAN,EH3 9QQ,20050401,,0131 536 980,4
S71237,ROYAL BLIND SCHOOL,CRAIGMILLAR CAMPUS,CRAIGMILLAR PARK,,EDINBURGH,MIDLOTHIAN,EH16 5NA,20050523,20130516,0131 667 110,4
S71241,"DRUG TREATMENT,TESTING ORDER",LOMOND HOUSE,BEVERIDGE SQUARE,,LIVINGSTON,WEST LOTHIAN,EH54 6QF,20050530,20090720,0131 221 583,0
S71256,THE GROUP PRACTICE - EYRE,31 EYRE CRESCENT,,,EDINBURGH,MIDLOTHIAN,EH3 5EU,20070901,20090331,0131 556 884,4
S71261,SWE LOCALITY CLINIC,SIGHTHILL HEALTH CENTRE,CALDER ROAD,,EDINBURGH,MIDLOTHIAN,EH11 4AU,20080205,,,0
S71326,THE GROUP PRACTICE - EYRE,31 EYRE CRESCENT,,,EDINBURGH,MIDLOTHIAN,EH3 5EU,20090401,,0131 556 884,4
S71350,PRIMARY CARE A&E SERVICES,EDINBURGH CHP,"ST ROQUE,ASTLEY AINSLIE HOSPITAL",133 GRANGE LOAN,EDINBURGH,MIDLOTHIAN,EH9 2HL,20091110,20111201,0131 537 951,4
S71364,MILL LANE SURGERY,ROSE GARDEN MEDICAL CENTRE,4 MILL LANE,,EDINBURGH,MIDLOTHIAN,EH6 6TL,20140401,,0131 554 127,4
S71379,BOROUGHLOCH MEDICAL PRACTICE,1 MEADOW PLACE,,,EDINBURGH,MIDLOTHIAN,EH9 1JZ,20140728,,0131 2297529,4
S76000,TYNE MEDICAL PRACTICE,NEWTON PORT SURGERY,NEWTON PORT,,HADDINGTON,EAST LOTHIAN,EH41 3NF,19810801,,01620 823183,4
S76029,GULLANE MEDICAL PRACTICE,GULLANE MEDICAL CENTRE,HAMILTON ROAD,,GULLANE,EAST LOTHIAN,EH31 2HP,19900401,,01620 842171,4
S76033,RIVERSIDE MEDICAL PRACTICE,MUSSELBURGH PRIMARY CARE CENTRE,INVERESK ROAD,,MUSSELBURGH,MIDLOTHIAN,EH21 7BP,19850801,,0131 446 417,4
S76048,ESKBRIDGE MEDICAL PRACTICE,MUSSELBURGH PRIMARY CARE CENTRE,INVERESK ROAD,,MUSSELBURGH,MIDLOTHIAN,EH21 7BP,19751101,,0131 446 403,4
S76052,THE HARBOURS MEDICAL PRACTICE,THE HEALTH CENTRE,AVENUE ROAD,COCKENZIE,PRESTONPANS,EAST LOTHIAN,EH32 0JU,19731001,,01875 811501,4
S76067,TRANENT MEDICAL PRACTICE,TRANENT HEALTH CENTRE,LOCH ROAD,,TRANENT,EAST LOTHIAN,EH33 2JX,19711001,20090331,01875 610697,4
S76071,LAMMERMUIR MEDICAL PRACTICE,NEWTON PORT SURGERY,NEWTON PORT,,HADDINGTON,EAST LOTHIAN,EH41 3NF,19780201,,0162 082 505,4
S76086,WHITESANDS MEDICAL PRACTICE,DUNBAR MEDICAL CENTRE,QUEENS ROAD,,DUNBAR,EAST LOTHIAN,EH42 1EE,19861001,,01368 863226,4
S76103,THE ORCHARD MEDICAL PRACTICE,NEWTON PORT SURGERY,NEWTON PORT,,HADDINGTON,EAST LOTHIAN,EH41 3NF,19790701,,01620 825497,4
S76122,PRESTONPANS GROUP PRACTICE,PRESTONPANS HEALTH CENTRE,PRESTON ROAD,,PRESTONPANS,EAST LOTHIAN,EH32 9QS,19790401,,01875 810736,4
S76137,NORTH BERWICK GROUP PRACTICE,54 ST. BALDREDS ROAD,,,NORTH BERWICK,EAST LOTHIAN,EH39 4PU,19800101,,01620 892169,4
S76141,INVERESK MEDICAL PRACTICE,MUSSELBURGH PRIMARY CARE CENTRE,INVERESK ROAD,,MUSSELBURGH,MIDLOTHIAN,EH21 7BP,19820501,,0131 446 400,4
S76161,LAUDERDALE MEDICAL PRACTICE,DUNBAR MEDICAL CENTRE,QUEENS ROAD,,DUNBAR,EAST LOTHIAN,EH42 1EE,19901228,,01368 861435,4
S76180,CROMWELL HARBOUR MEDICAL PRACTICE,DUNBAR MEDICAL CENTRE,QUEENS ROAD,,DUNBAR,EAST LOTHIAN,EH42 1EE,20030701,,01368 861401,4
S76194,EAST LINTON SURGERY,THE SURGERY,STATION ROAD,,EAST LINTON,EAST LOTHIAN,EH40 3DP,20030701,,01620 860204,4
S76207,LUCS ROODLANDS,OUT-PATIENTS DEPT,ROODLANDS HOSPITAL,HOSPITAL ROAD,HADDINGTON,EAST LOTHIAN,EH41 3PF,20041001,,,2
S76211,ORMISTON MEDICAL PRACTICE,SPRINTY DRIVE,ORMISTON,,TRANENT,EAST LOTHIAN,EH35 5LP,20090401,,01875 610248,4
S76226,TRANENT MEDICAL PRACTICE,THE HEALTH CENTRE,LOCH ROAD,,TRANENT,EAST LOTHIAN,EH33 2JX,20090401,,01875 610697,4
